Review Date,Reviewer Name,Review Title,Review Content,Aggregated Sentiment,Sentiment Category
06-05-2020,mern,Amazing stroller,I bought this for my baby to come and it’s so easy to switch from car seat to infant and to install. Very satisfied with the look for the stroller so modern and sleek.,2,positive
05-09-2020,ajc17,Easy to use,"Love the frame, love the travel system options. Least favourite is the car seat, feel like it could do with a bit more support for new borns, doesn’t look super comfy.",2,positive
28-08-2019,mizmnm,great for a moving boy mom,I’m absolutely i. love with this travel system i have a 11 year old and a 1 month and the versatility of the stroller accommodates them both when we’re on the go!!!!!,2,positive
07-08-2021,EneishiaS,Fast and simple,Easy installation for both car seat and stroller. Both work amazing and love how simple everything was to put together. Baby loves car seat and ride of the stroller,2,positive
20-02-2020,Kayron,simple and easy!,"Got this travel system for its simple look and materials, the whole thing is easy to.install and set up. It's very easy to drive and steer, wheels are a great size!",2,positive
29-08-2020,Karelyyyv,AWESOME CARSEAT,I love the texture. I was more excited than I should be for something that’s not for me lol. It was such an easy setup. Only took 10 minutes and app part maybe 5.,2,positive
28-06-2021,HayleyS,,Easy to install. Our son seems very comfortable and the seat is light weight. The car seat and stroller are super easy to use. The sensor gives me piece of mind.,2,positive
19-07-2021,MeganP,,Love how light and easy to maneuver this stroller is. Always having the smart sensor feature on the car seat gives me such peace of mind knowing my baby is safe!,2,positive
28-03-2022,Alicia,Love this system,"This system is beautiful and works wonderfully. I love the colors, the ease of use, and my son sleeps very well while using either the car seat or the stroller.",2,positive
02-10-2019,Angie806,Love this Carset/Stroller,The car seat works amazing for my new born. I love the SensorSafe and it works perfect as it alamed me that the clip was not all the way buckled when testing.,2,positive
13-04-2020,sarahdee0923,Love it so far!,Bought this travel system a few weeks ago. Although we haven't had the baby yet we love it. Smooth wheels and easy to switch from the bassinet to the car seat,2,positive
28-06-2021,JilianS,Happy baby Happy Momma,I love our Gold SensorSafe Shyft Smart Modular Travel System! It was very easy to set up & I love the look! baby girl is safe & happy! Happy baby happy momma!,2,positive
01-04-2020,flowergirl87,Great travel system!,I bought this a week ago and am really happy with it. The stroller is really nice looking and was super easy to put together. I'm really happy with it so far.,2,positive
04-11-2020,Mysh,Best Travel System,"We bought this for our new baby and couldn't have asked for a more complete, safe, and compact stroller. It was very easy to assemble and easy to maneuver.",2,positive
24-07-2022,RaquelR,You need this!,"This was super easy to put together, and the way it glides is incredible. All the safety features add a lot of peace of mind. I cant recommend this enough.",2,positive
11-11-2019,rfa4121,Nice and light,"Good stroller for the money, nice touch and weight. very stable and easy to maneuver. The car seat is amazing and easy to install on both car and stroller.",2,positive
28-06-2021,KathrinaP,,"Easy to use and i love the safety features of these travel set especially the car seat, it has this safety alarm, you’ll know if you forgot to clip on it..",2,positive
26-05-2021,KathrinaP,Cheap price for quality product,"Easy to use and i love the safety features of these travel set especially the car seat, it has this safety alarm, you’ll know if you forgot to clip on it..",2,positive
26-05-2021,Kasey,Wonderful,Very sleek light to medium weight . Easy to install and put together . It’s on the longer sized of car seat. Stroller is wonderful with off the position,2,positive
14-05-2020,Rosalee2020,Love the features,It was so easy to put together and I love the way I can change which way the baby will be sitting or laying. Can’t wait for my baby girl to try it out.,2,positive
24-08-2020,MissMom2015,Good stroller!,This is a nice light weight stroller and rolls well on bumpy terrain. Car seat and stroller are easy to use. I like that the seat can face either way.,2,positive
18-10-2021,JoshT,Excellent,"The Shyft is very stylish and versatile! We love that our stroller can grow with our child, while remaining nimble enough to take it with us anywhere!",2,positive
10-10-2020,Cass2020,"Light weight, handles great, and SO easy to use !","I got this as a gift from our registry and i am so so in love with it ! So incredible. Light weight, easy to move around especially in tight places !",2,positive
28-04-2020,Samantha141990,Amazing!,I received this travel system stroller and car seat as a baby shower gift. I absolutely love it! Easy to build and looking forward to using it soon.,2,positive
29-05-2019,Esmii,Im in love,Very nice quality . i just love the colors & its very smooth to ride. Love how its very Easy to set up wish they could've made this model sooner!!!!,2,positive
02-12-2019,Tanya Presley,Great features!!,"I love the sensor safe features! I actually had the Pivot originally, saw the Shyft and fell in love with the features! Thought, I have to have it!",2,positive
06-07-2021,AlexaP,"Affordable, Stylish, and Safe!",Very simple to set up and easy to install! The car seat and stroller look expensive and durable. We love everything about this stroller & carseat.,2,positive
26-05-2021,HayleyS,nice product,quality product and fast shipping. like the extra security knowing the latch is secure. would like a more cushioned handle on the car seat though,2,positive
25-09-2022,NagarajuR,,"Infant car seat is not spacious enough for my baby , Side support is good, No toddler tray and back tray, Toddler seat is very light to carry",2,positive
02-08-2020,Laurawithababy,Definitely recommend,This was super easy to set up and install safely in the car. Car seat is the best material I’ve had on one and seems extremely comfortable,2,positive
19-07-2020,will427,Solidly built,"We haven't used the stroller yet, but have assembled and tried out the various features and found it to be solidly built and easy to use.",2,positive
26-12-2020,Ally0442,Easy to use,Very easy to assemble and love how small it compacts to when folded up! Love all of the little features I didn't learn about in store.,2,positive
25-03-2020,Mily,Great stroller,I received my package as expected. The stroller and carseat are so nice. I really like the material . I highly reccomed this stroller.,2,positive
25-04-2019,LindaC,The Cadillac of Travel Systems!,"[This review was collected as part of a promotion.] My first priority when purchasing any product for my baby is safety. Evenflo has not only met, but far exceeded my expectations with the Gold SensorSafe Shyft Travel System. Assembly was a breeze! I was able to put it together in under five minutes. With just a push of a button, you can easily convert it from infant seat to toddler mode, or change from front facing to rear facing. Because this stroller has six different modes of use and three different reclining positions, your baby will be riding in complete comfort and luxury, whether lying down or in an upright position. There is plenty of room to carry your baby's necessities in the oversized basket, perfect for an outing at the park, zoo, or a day of shopping. This travel system is attractive, stylish, and very well made. It is lightweight, versatile, and fits easily in the truck of almost any car. It is truly the Cadillac of travel systems! My favorite attributes of this system is the SensorSafe technology. By downloading an app, you can drive safely knowing you will be alerted if your baby becomes unbuckled, or get too warm. This is the travel system you want if safety is a priority for you!",2,positive
30-12-2019,Zindyy,Great Travel System,"We love our new Evenflo travel System, the stroller its easy to fold, carseat is a little to heavy but other than that we love it!",2,positive
22-10-2019,Gilly2,I like so far...,"Easy to assemble, really cute and not too heavy. Love the space underneath the carriage. I can't wait to see my little one in it.",2,positive
10-08-2019,Preggo87,Haven’t used it yet but it looks great,The car seat fabric is very soft. The stroller seems to glide smoothly and the adjustable handle works for my baby’s 6’6 father.,1,neutral
04-12-2020,Mimi99,Nice quality,"Very easy to install, nicely designed and feels very sturdy. I only wish there were more colors to choose from for the stroller.",2,positive
23-03-2020,RachBP,Great stroller,Very light and easy to maneuver. Everything we were looking for in a stroller. Been using it for 3 months now and no complaints!,2,positive
29-07-2019,ashtprie,Looks Modern and Cute,I love the way this travel system looks and it is easy to assemble once you find all of the buttons to use all of the features!,2,positive
28-06-2021,NicoleC,Easy and perfect!,Easy set up and easy installation! Everything is light weight and durable! We love everything about this stroller & carseat.,2,positive
24-05-2022,AnastasiaD,,"Seems to be good quality! Easy to put together. Haven't had baby yet, so not sure how she will do in it, but so far so good!",2,positive
12-10-2021,AbdullaS,Good and nice stroller!,"Good car seat and stroller, easy to setup and fold, comfortable and safe for the baby, the wheels movements are really nice!",2,positive
20-09-2020,AmyC,Beautiful design,"Beautiful, sleek design, it's lightweight and easy to put together. Can't wait for my baby boy to get to enjoy his new ride!",2,positive
28-12-2019,Alex123456,Loved !,I absolutely loved her stroller and car seat. It was just what I imagined and so much more. Thank you guys for everything !,2,positive
09-07-2020,Omta24,Love this stroller,We purchased this to use for our first baby and it's been amazing. Love how light weight it is and way to open and close.,2,positive
06-11-2022,GeovannyA,Beautiful Color Set,"Build quality is amazing, simplicity of setting it up and using it knocks it out of the park. Definitely worth the money.",2,positive
24-02-2020,ShantelG,Great features,Love the way it looks and how easy it was to put together still waiting for baby to arrive so hasn’t been put to use yet,2,positive
08-10-2019,Cuong,So Far So Good,The Gold SensorSafe Shyft Smart Travel system was great for the price. The quality was good and it was very easy to use.,2,positive
22-09-2020,Mkhan93,Great stroller,Great stroller and car seat combo it makes it really easy for outings especially for things like the doctors office,2,positive
17-04-2020,Sunny,Works as great as it looks!,It was so easy to put together being 8 months pregnant. Stroller rides smooth and the car seat is very comfortable.,2,positive
17-04-2020,Sunny,Works as great as it looks!,It was so easy to put together being 8 months pregnant. Stroller rides smooth and the car seat is very comfortable.,2,positive
20-11-2019,aina,easy too lift for supper mom,"very easy to open and close ,lifting stroller very lite easy to push... overall i am very happy with this product",2,positive
10-10-2020,jepanese04,Great buy!,Bought this over a month ago. Easy to assemble and easy to learn to use. Now we are just waiting for baby to come,2,positive
23-03-2023,Hannah,Secure,This car seat and stroller is perfect. It sits my baby just right for him being a premie it really keeps him safe,2,positive
17-04-2020,manuel,great,este coche es lo mejor lo compre para mi hija el color y todo es fenomenal super recomendado a los futuros padres,2,positive
31-08-2020,Michelle L,Amazing all around!,"We bought this a few days ago and totally love it! Super easy to use, light weight and amazingly safe features!",2,positive
16-03-2022,KM,Love this system!,"Love this stroller and car seat for our newborn. Stroller is very lightweight and easy to travel with, as well!",2,positive
14-07-2020,elty8,Great Travel System,Comes with everything needed for my newborn child. Very little to assemble out of the box. Highly recommend it!,2,positive
30-05-2022,Bimpums,Good value,Overall my family is pleased with the product. Great value for the money. Sleek looking and very user friendly.,2,positive
17-10-2021,EmilyR,Love it!,As first time parents we absolutely love our evenflo. The set up is easy & our baby loves it. Highly recommend,2,positive
05-08-2019,Rez7,Amazing!,We love our new stroller. Feels very sturdy and the new sensorsafe will provide us with a great peace of mind!,2,positive
21-12-2019,Sp2010,Great and easy to put together !,I bought this for my second child and my wife loves it ! As is very easy to drive in any kind of road/floor .,2,positive
22-10-2019,Daveyj33,1st Impressions,It looks amazing. We can’t wait to use it for the first time! It’s easy to assemble/use and glides smoothly.,2,positive
13-04-2020,Kris19,"Good, comfortable, good material, easy fixing","Bought this two days back very good product, easy fixing, good quality and for sure recommending products.",2,positive
22-05-2019,Mell,Big stroller,Love the look and love that the car seat is cushioned! Havent used it yet but I'm sure baby will love it,2,positive
24-08-2019,macusi911,Awesome travel system!,"We love it! The color is gorgeous, it is light and easy to use. Love that our little one will be safe.",2,positive
28-08-2020,sivasakkthi,Excellent Features,"Got this in June for our baby, it was easy to set up and use from the get go. Love the sensor feature.",2,positive
10-12-2019,Batista28,Great!.,I bought this product a few days ago and I am super excited about how beautiful and practical it is.,2,positive
06-06-2020,AshCee,Very durable,It’s easy to put together.. very sturdy and just simply amazing I love my Evenflo sensor safe system,2,positive
03-03-2020,Melipa,Great product!,"Love my car seat and stroller. I'm so happy.. Great product, excellent, luxury, amazing and fabulous",2,positive
22-02-2022,RaeRae,Just right !,I’m definitely in love second child and close in age I needed something just as simple and stylish.,2,positive
13-11-2019,Mel123456,Easy to use,"Great product, easy to click in and click out. Nice design not clunky looking. Easy to turn as well",2,positive
28-06-2021,JordanS,Easy to use and install,"I found the car seat easy to install. I haven't used the stroller yet, but it was easy to assemble",2,positive
07-05-2020,Guzmanfamily,One of the car seats,"The car seat is so sleek and vibrant in color, also the sensor safe technology is so reassuring.",2,positive
18-12-2019,New mom22,Beautiful and great quality,Meets and exceeds expectations. Greater look in person than even in pics. Very safe and sturdy.,2,positive
26-12-2019,Olie,Love the features,Was easy to assemble and move around but have not used as we are waiting for baby to arrived,2,positive
28-06-2021,Lauren,Great system,Super easy to put together and can be configured in so many different ways. I'm a big fan!!,2,positive
26-05-2021,HumairaN,Easiest Stroller!,The stroller is so easy to fold and put together. I love how lightweight and compact it is.,2,positive
29-09-2021,SoniaK,Love it!!!,Such a nice travel system! Looks really nice and I can’t wait to see my newborn in it :),2,positive
28-06-2021,Olivia,We love evenflo!,We love our travel system! Baby loves being put in the car seat and feels snug and cozy!,2,positive
13-05-2020,Ola9,Stroller,Amazing!! Super durable and easy to move around. Takes little room and easy to unfold.,2,positive
27-02-2020,nicole p,new mom new stroller,"very nice product, seems sturdy and easy to set up (stroller). looks great, high end.",2,positive
29-10-2020,Anonymous reviewer,Very easy to use,Really enjoy how easy this was to set up and how secure and sturdy everything feels.,2,positive
16-08-2019,Rez7,Amazing!,Very sturdy! We love our new stroller and the new system provides us peace of mind!,2,positive
25-06-2020,Amelie09,Great kit,"We love our new stroller and car seat! Really user friendly, super easy to connect!",2,positive
04-06-2020,Ashley7,Great stroller!,Me and my husband love the gold shyft I’m due in October and can’t wait to use it.,2,positive
12-08-2020,Maddog,"Love it, so easy to use!",So happy I got this gifted to me as a baby shower gift it’s the best stroller ever,2,positive
28-06-2021,sanred,,Easy to setup but needs improvement on the cover for baby car seat its coming off.,2,positive
24-06-2019,Rvchelisss,Great,I love this product it’s easy to install and I feel like my daughter is protected,2,positive
12-04-2022,Tasha,Best baby purchase,We LOVE our car seat and stroller system! Super easy to install and out together.,2,positive
26-05-2021,HappyDad,A+,Bought the car seat for newborn and are super happy with it. Quality is awesome!,2,positive
02-05-2019,Rachel23,Awesome travel system!,[This review was collected as part of a promotion.] This travel system is sleek and stylish. It's also easy to use. Great product!,2,positive
16-09-2021,ChristianaO,,I love this stroller and carseat! It's comfortable and easy to put together.,2,positive
21-04-2020,ac130515,Love the Sensor safe feature,Love the safe sensor. App is easy to use. The stroller is light and compact,2,positive
06-07-2020,Alxer,Amazing Stroller,"After many reviews read, I purchased the stroller and loved it right away",2,positive
23-12-2019,Francisco,Great stroller,Love the color and its really nice and smooth. Definitely recommended,2,positive
30-09-2019,Lupita1003,Very practical,Work so well! Love the safe sensor! Very easy to install and to handle,2,positive
28-06-2021,Jocy15,,Best car seat around! Love the quality for the how inexpensive it is!,2,positive
03-06-2020,Olly,Nice and compact.,We are very happy with the sleek design and quality of this product.,2,positive
22-02-2020,Mar426,The travel system is really cute,Only thing the sensor app thing doesn’t seem to work with my vehicle,1,neutral
29-08-2021,MeganB,,I absolutely love this product. Would definitely recommend buying.,2,positive
18-09-2019,Nani,Love the space and color!,Im in love with this stroller! The color is beautiful and spacious,2,positive
30-03-2020,Mariel_gdp,"Love the fabrica, design everything","I love the product, good quality, perfect fit, beautiful desing..",2,positive
18-09-2019,Myrtle,Great Product,This product is very nice and easy to assemble! So glad I got it!,2,positive
25-11-2019,Genesis,Everything is great about it.,I love the way it looks and I love that it’s very good material.,2,positive
23-08-2021,BrittanyM,A Must Have!,Super easy to work! Gives great head support. Highly recommend!!,2,positive
30-09-2020,Jerome,Excellent produit,"Excellent produit, roule bien, semble solide et sécuritaire.",2,positive
24-09-2019,Riguy,Grrat,"Lightweight, easy to use, great price. Worth it all around.",2,positive
22-06-2020,Sumsum12,Great features,I bought this a month ago & it’s perfect for my little one,2,positive
16-10-2019,Lourdes,Great features,"It's good, very comfortable , safe , and easy to open up",2,positive
19-03-2020,Nikkeye88,Love it,Love the Sleek design. It is Very sturdy yet light weight.,2,positive
23-07-2019,Jhayy,Very good material,The material for the carseat and the stroller is so good,2,positive
24-05-2020,Mykallanie,Super adorable,"Just received it, love the look and seems pretty sturdy.",2,positive
22-07-2019,Gorda865,Great Car Seat & Stroller!,I have the shyft travel system and I absolutely love it!,2,positive
30-09-2021,DominiqueF,Super easy,"Set up was very easy, light weight and easy for travel",2,positive
04-06-2020,Gabynevaeh,Great !!!,I love it . I cannot wait for my little one to use it,2,positive
11-06-2020,Nevaeh20,Love love looove it!,"Absolutely love the color, styel, and safety features",2,positive
07-10-2019,Elsa,Very nice and smooth..,Love the color and the how simple it is to maneuver!,2,positive
08-09-2019,Angie63,Awesome!,It’s the best car seat imagined! So easy to assemble,2,positive
23-08-2020,TLucy,"Light weight, compact and stylish","After viewing multiple strollers, we have decided on the Evenflo Gold SensorSafe Shyft (Moonstone) stroller. I drive a small car and, occasionally, I take public transit also. So it's important that the stroller is lightweight and compact, and this stroller delivered both in a stylish design at a value package. Pros: - Stylish - Quality materials - SensorSafe technology - Durable construction - Lightweight - Compact when collapse for storage/transportation - Large peek-a-boo window and ventilation for toddler seat - Car seat adapter with Load Leg technology Cons: - Toddler/car seat canopy coverage limited; Additional shade flap under canopy would be a plus - Toddler seat does not convert into a full bassinet - Handle bar has a minor wobbling issue and height restrictions - Foam wheels; may not be as effective on gravel and winter conditions - Individual back wheel step lock system - No snack tray for toddler seat Overall, I am fairly satisfied with the purchase and still think that it’s a good value in comparison to other brands. Furthermore, if the above CONS items can be incorporated into future design and package it at a competitive price, I believe this would put Evenflo above many of it's competitors.",2,positive
05-06-2020,yeskeg,5 Stars,Excellent travel system. Suits our needs perfectly!,2,positive
23-08-2020,will6488,Easy to assemble,This was a gift from a family member. Easy to use!,2,positive
04-03-2022,AlyciaD,works wonders!,"excellent car seat, super safe and easy to install",2,positive
22-04-2019,Alicia,Feels very well made,"[This review was collected as part of a promotion.] I really like this travel system, but it's definitely not for anyone who needs a lightweight, compact set. It feels extremely well made, but that also means kind of heavy. Currently using the stroller for my toddler, and while it is very smooth, it's pretty large for the back of my hatchback. I love being able to either face him toward me or out, and the large area underneath is great for small grocery trips. It is kind of a narrow seat for a toddler, but he seems really comfortable in it. I just worry with a few growth spurts that it will be too narrow for him to sit comfortably. For use with the infant seat or with a smaller child, I'm sure this isn't an issue. The elastic loops that hold the shoulder/neck pads to the buckle is GENIUS. I never knew I needed that feature on my life until now. The infant car seat is great, the technology is very advanced and seems like a solid seat. The way that you can adjust the waist portion of the harness is fantastic. I love the sensorsafe technology, it's just that little extra peace of mind when you have a little one. I can't yet say how well it fits a newborn, so I look forward to finding that out. If space in your vehicle isn't a concern, this travel system is unbelievable! It's sleek, modern and extremely easy to put together and use.",2,positive
29-04-2019,dbates,Simply User-Friendly,"[This review was collected as part of a promotion.] After a couple seconds of 'oh my goodness, look at all the parts' when I opened the box, I have almost instantly come to adore this product! And really, it only took me five minutes to put together, so don't freak out! This stroller is SUPER lightweight and easy to maneuver. The wheels are a soft rubber that just seems to lightly bump over stuff in the road. It's just comfortable to push, I don't feel like I'm having to exert a ton of effort just to push the stroller. The bottom catch-all is huge and roomy, and as a mama that wants to carry everything, it's wonderfully helpful! The seats are extremely simple and quick to interchange. The stroller folds into 1/3 of itself, so storing it will not be a hassle (who has a ton of extra room to store a huge stroller?!). I really like that I can put either seat facing me or facing forward. I have a toddler, so the toddler seat is what I will be using. I conside the bassinet-style feature a very happy bonus, and I really like how the footrest can be adjusted. The stroller bar is awesome, and I'm very thankful that this was considered as an additional feature! I'm loving this stroller, and I'm looking forward to when I can fully utilize all of the bells and whistles! It's elegant, it's easy to use, it's extremely versatile, and it's utterly practical! Evenflo Shyft for the win!",2,positive
19-09-2022,AshleyS,Good stroller at reasonable price point with some flaws,"Overall, this is a nice stroller set for a reasonable price point, which is what we were looking for. The infant car seat is padded and comfortable for our baby. The stroller is easy to put together and easy to fold up for storage. After about 2 months of use, I have found a few cons that I didn’t think about when purchasing, but do impact day-to-day use. 1. The canopy on the infant carrier does not extend far enough to even cover your baby’s face. With our summer baby, it was very difficult to get adequate sun coverage, and I am constantly worried about where the sun is hitting him. It should most definitely be made longer. 2. The car seat is pretty bulky. It fits in our small SUV, but I do have to bring the passenger seat in front all the way forward to fit the car seat. 3. There is no rhyme or reason to which Evenflo carriers and strollers and bases are compatible with each other. For example, we thought about buying one of their jogging strollers, but it was not compatible with the carrier. We also looked at getting their lighter infant carrier (big baby!) but it’s not compatible with our stroller frame. It would be nice if they were more interchangeable, since they click right into place. We do enjoy the stroller set, it looks nice, we’ve gotten a ton of compliments. But those few things would make me get a different set in the future.",2,positive
29-04-2019,Theresa Ann,You'll ask yourself how did i live without this!!!,"[This review was collected as part of a promotion.] I have three kids (a set of twins is part of this mix) we have had a lot of strollers. This system is incredible. The box is heavy, just a heads up! The base is strong and steady. It has a fabulous easy to understand color system so you know the base is in the car safely. The bucket is so light wight, and easy to hold with your little one strapped in. To clean the shell of the inside of the carseat is a snap, just a little wipe and it's all gone, my daughter got really really sick in the bucket (just wasn't feeling well) and it was so simple to clean it out, i didn't feel that anything leaked into the parts i couldn't clean. I'm OBSESSED with the stroller. To click in the wheels to me less then a minute and it was up and going. I loved how easily the bucket snapped in, and how even easier the seat snapped in. It will face both ways towards the streets or at the person who is pushing the stroller. I will say that for break down to store in your car or home you just simply pull two gray tabs towards you and it folds in half. IF the seat is facing out you can keep it connected. If you have the seat facing the person pushing the stroller i wasn't able to fold down. The bottom of the stroller is amazing at holding bags and easy to get to. I no longer need to weight down the bars of the stroller worried the entire thing is going to flip over. THIS IS A MAJOR WIN FOR ME!!!! Also the handy cup holder is just another win!",2,positive
12-05-2019,DowneastMum84,A must have for any parent out there,"[This review was collected as part of a promotion.] This evenflo travel system comes with the stroller, car seat and the base for the car seat while using in the car. The stroller was easy to set up and took about 20 minutes and comes with a detachable cup holder that attaches to the stroller. The under carriage basket is open at both ends making it wider and more open, I love this feature as if one has a bigger item and doesn't want to bend it the undercarriage basket is big enough to safely store it, This travel system is light weight and compact for easy storage and or travel. it is a very smooth ride for both baby and parent and the wheels seem to go with no issues so far. The stroller alone has so many different positions and is made so it can be used on two little ones at once or just one with no extra tools just the stroller and seat if needed . The car seat has a smart sensor which is clipped in front of the childs chest when buckled in and an app is needed which can be downloaded by the parent and or guardian on their phone that will allow one to get real live updates sent directly from the smart sensor. It can tell you things and alert you when the child has been unbuckled, their well being if the baby has no moved or become still and if the little one has become too warm an alert will be sent, Pros: Larger wider basket Smart sensor Removable cup holder Cons No top storage basket for drinks and or phones No cup holder for little ones Harness straps always seem to slide off",2,positive
27-04-2019,Dani FTM,Super sleek and easy to use!,"[This review was collected as part of a promotion.] I love this stroller! It's perfect for my 1 year old.. I think the way the stroller folds is super easy and I am always on the go, so it's a must for me that I'm able to fold the stroller quickly and put in the back of my SUV. I love that it has 2 breaks because there's no such thing has been extra safe with the kiddos! We use the cup holder all the time, either for her water bottle or mine. The basket's size is VERY appreciated. I run errands a lot with my daughter and having a place to put our bags is a must when using a stroller. I love that this shade has a way of expanding itself to give the baby more shade and also keep the air circulating through the mesh it opens up in the back. People are always asking me about this stroller and their jaws drop when they realize it's not an expensive stroller, but it's such good quality. I love the carseat, she'll outgrow it very soon and we don't necessarily use the travel system anymore unless she really needs a nap and we have to get out of the car no matter what.. but i still love it. The safety feature is awesome! I think I would have loved having this carseat when she was a newborn because as a first time mom I was a bit nervous about car rides and having that extra reassurance that the baby is securely placed in the carseat would have been great! I love that you can have the seat facing forward or backward because depending on where you are, how old your baby is, etc - you can decide where you want the baby to be facing toward. Overall, I love it! :) would definitely recommend.",2,positive
28-04-2019,KarBear,Amazing Travel System!,"[This review was collected as part of a promotion.] Well to begin, I love this travel system. It is such good quality and feels very well made. When using it I feel like my child is safe and secure and I have peace of mind. With the car seat it is easy to use, with a nice one touch adjustment which with an infant makes life 10 times easier. It’s easy to clean, and the sensor safe system is really nice to have. It makes our drives stress free as I don’t have to worry about my baby in the backseat. I also love how easy it is to install into the car. The only thing I would say I dislike is the fact that the sensor safe buckle can be hard to unbuckle at first but after using it for a while now it has seemed to get easier to unbuckle. Now let’s move on to the stroller, this stroller is one of the best strollers I have ever used. I love the different ways that you can change it to use it with any child. The bassinet mode is amazing and so easy to do. It’s so simple to change it into whichever mode you want to use and to even change it to forward or rear facing. Then when you want you can remove it with a simple click and use the car seat instead. I am so in love with this system and it’s amazing quality. The one thing that REALLY excites me is the incredible amount of storage you get in the stroller and the fact that it is still completely accessible with any placement of the car seat or stroller seat. This detail is hard to come by with strollers, especially once you attach the car seat to it. I definitely would suggest it to any of my parent friends. The only issue I had was the price of the product, after receiving it and using it I can see that you definitely get what you pay for. With this you are getting a quality stroller with excellent and easy to use qualities.",2,positive
26-04-2019,MOMof3MMM,Great Product!,"[This review was collected as part of a promotion.] I received my Evenflo Gold stroller with car seat and base and let me say she is a beauty! The packaging is also great very compact and EASY to assemble! I put the stroller together within in 5 minutes or less! I have been using it nonstop to run errands, park, sporting events and shopping! The bottom basket hold so much, it’s like a mini shopping cart/wagon! Even with a full basket and baby in the stroller it moved beautifully without a struggle! It’s easy to convert for baby seat to the big girl seat without an issue the buttons are smooth and easy to press to switch seats! The price point on this item is also great because you are definitely getting a high end stroller for a very reasonable price which I am not complaining! Thank you Evenflo this is what parents need a great product that works and has a good price! So with the gold edition you have the option to download the app to be notified if baby unbuckles the car seat and it’s a wonderful feature! For testing purposes we were driving in a parking lot and my husband unbuckled it and the app immediately notified us that it was no longer connected so that gave us a great peace of mind knowing we will know if something is happening in the back seat! This stroller maneuver beautifully and the overall look is great! I also really enjoy the sunshade feature where you unzip the shade and gives the baby more shade and allows air to flow with the mesh. Another great feature is that you can face the seat foward or backwards. Also the big seat turns into a bassinet so perfect for when baby is asleep you convert it into a bed and continue your day. VERY EASY TO CLEAN AS WELL! The only con for me is that the stroller doesn’t have an SPF just to help combat the sun rays but other then that it has been a smooth ride for us!",2,positive
10-05-2019,HeyHy,So Dreamy!,"[This review was collected as part of a promotion.] I love this travel system but more specifically the stroller. Not only does it look great but it’s extremely sturdy, lightweight, rolls smoothly, and super easy to use. Folding and unfolding this stroller is drastically easier than ones I’ve had in the past, I’m talking more expensive, “higher end” brands. For once I don’t have to fight to get my stroller folded and into my trunk. That’s a huge plus! Also, I can’t express enough how much I love the recline feature on the seat. I can put my baby in the seat upright and go about our day and when he knocks out for a nap I can simply recline his seat to the second or even laying down position without him noticing or being disturbed. I’d say the only downfall I found would be that awful cup holder on the side. It swivels and falls off super easily. It’s really pointless and was just a bad idea. I don’t know who thought a swiveling cup holder was a good idea but I don’t see them winning any awards with that one. We added our stroller organizer to the handlebar and problem solved, 2 cup holders, easily accessible and they’re not going anywhere. I just wish they would’ve added a child tray to attach to the seat. Or at least the option to purchase separately. Also, a Buddy Board, please add a compatible Buddy Board that I can buy for this! The storage basket underneath is super roomy and easily accessible. My three year old just hops right in there when he’s tired of walking and baby is in the seat. (Which is why I really need that Buddy Board!) The accompanying infant seat is equally as great, SUPER easy to install, unlike my previous infants seats. I like the sensor safe feature. My little one doesn’t know how to unbuckle himself but it’s still nice to have that peace of mind. Overall, I’m super pleased with this travel system. It really is just dreamy and I’m very pleased with it.",2,positive
26-05-2021,CarrieB,"Don't pay more for less - ""high end"" products not better than this!","I am PICKY. I looked at EVERY stroller from anywhere I could find that sold them. I wasn't happy with my 1st stroller because I'm petite and the seat was too heavy for me to carry. Any ""high end"" models I saw this time around were heavy to maneuver and SO uncomfortable to grip! It's like they don't know how hands go. And what's with all of the extra brackets and pieces for attaching and changing to toddler seats....no thanks. The second I moved this from it's spot I knew it was the right one. SO EASY, so smooth, REALLY comfortable to hold and guess what...when you want to put the seat in it you....put it in. OH OH and when you change to the toddler seat from the baby car seat you know what you have to do to make it 'compatible'? NOTHING. You - that's right - just put it in. AND it reclines which is a huge feature for your napping little one when you're out. I LOVE the fact that you can put stuff in the bottom from the front OR the back. No more hunkering down to try to reach way under and grab a bag (did I mention how big the storage underneath is too??) Lightest baby seat I've every picked up. Does it have rubber wheels? No. Sure that would be great for gravel traction if you walk nature paths but other than that, pumping up the air all the time is a pain anyway. Only 2 downsides - ONE cup holder screwed into the side. Still, a lot of strollers haven't adjusted the size ANYWAY and they're too small so I had to get a little organizer before and don't mind doing it again or using another cup holder accessory that clips on. 2nd is that there's no nice snack tray for the toddler seat. You can buy one as an accessory but the reviews say it's WAY too high for a kid to even reach. Hopefully they fix this issue soon or you can find aftermarket trays. All in all, not enough for me to not LOVE this purchase. SO easy, so light, nicely padded...quality product.",2,positive
